Instructor,Course,Term,Enroll,Evals Made,Rcmd Class,Rcmnd Instr,Study Hours/week,avg Grade Expected,Average grade received
"Kleissl, Jan","
MAE 126A - Environmental Enginring Lab (A)
",WI18,48,11,"
100.0 %
","
100.0 %
",5.41,"
B+ (3.36)
","
B (3.30)
"
"Nemat-Nasser, Siavouche","
MAE 130A - Mechanics I: Statics (A)
",WI18,241,91,"
92.8 %
","
82.7 %
",5.27,"
B+ (3.61)
","
B (3.02)
"
"Eliasson, Veronica","
MAE 130B - Mechanics II: Dynamics (D)
",WI18,35,27,"
92.3 %
","
92.3 %
",10.42,"
B (3.00)
","
B- (2.79)
"
"Eliasson, Veronica","
MAE 130B - Mechanics II: Dynamics (E)
",WI18,32,21,"
90.0 %
","
85.0 %
",9.36,"
B (3.00)
","
B- (2.79)
"
"Nesterenko, Vitali F","
MAE 130C - Mechanics III: Vibrations (A)
",WI18,134,51,"
75.0 %
","
62.5 %
",6.76,"
B- (2.82)
","
B (3.20)
"
"Boechler,nicholas Sebastia","
MAE 131B - Solid Mechanics II (A)
",WI18,49,45,"
95.6 %
","
95.6 %
",6.94,"
B (3.23)
","
B (3.19)
"
"Cortes, Jorge","
MAE 140 - Linear Circuits (B)
",WI18,154,73,"
88.2 %
","
95.6 %
",7.62,"
B+ (3.48)
","
B- (2.99)
"
"Anderson, Mark Ronald","
MAE 142 - Dynmcs&Control/Aerospace Vehic (A)
",WI18,88,21,"
100.0 %
","
100.0 %
",5.07,"
A- (3.71)
","
B+ (3.47)
"
"de Callafon, Raymond A","
MAE 143A - Signals and Systems (B)
",WI18,275,116,"
44.9 %
","
44.9 %
",6.6,"
B- (2.85)
","
B+ (3.35)
"
"Martinez, Sonia","
MAE 145 - Robotic Planning & Estimation (A)
",WI18,49,20,"
94.4 %
","
94.4 %
",6.5,"
B (3.25)
","
B+ (3.31)
"
"Gravish, Nicholas G","
MAE 150 - Computer-Aided Analysis&Design (A)
",WI18,38,24,"
100.0 %
","
100.0 %
",7.75,"
B+ (3.38)
","
B (3.12)
"
"Anderson, Mark Ronald","
MAE 155A - Aerospace Engineering Design I (A)
",WI18,74,16,"
93.8 %
","
100.0 %
",4.5,"
A- (3.88)
","
A- (3.79)
"
"Delson, Nathan Joseph","
MAE 156A - Fund. Prin./Mechanical Desgn I (A)
",WI18,62,27,"
38.5 %
","
40.0 %
",13.12,"
B (3.23)
","
B (3.27)
"
"Tustaniwskyj, Jerry I","
MAE 156A - Fund. Prin./Mechanical Desgn I (B)
",WI18,36,14,"
46.2 %
","
23.1 %
",11.58,"
B (3.15)
","
B+ (3.34)
"
"Tustaniwskyj, Jerry I","
MAE 156B - Fund. Prin/Mechanical Desgn II (A)
",WI18,27,5,"
100.0 %
","
100.0 %
",16,"
B+ (3.50)
","
B+ (3.66)
"
"Graeve, Olivia A","
MAE 160 - Mechanical Behavior/Materials (A)
",WI18,93,31,"
71.4 %
","
64.3 %
",4.78,"
B+ (3.64)
","
B (3.17)
"
"Lal, Ratnesh","
MAE 171A - Mechanical Engineering Lab I (A)
",WI18,122,34,"
50.0 %
","
40.6 %
",7.4,"
B+ (3.50)
","
B+ (3.46)
"
"Seshadri, Kalyanasundaram","
MAE 171A - Mechanical Engineering Lab I (A)
",WI18,122,34,"
50.0 %
","
56.3 %
",7.4,"
B+ (3.50)
","
B+ (3.46)
"
"de Callafon, Raymond A","
MAE 175A - Aerospace Engineering Lab (A)
",WI18,77,15,"
53.3 %
","
80.0 %
",9.03,"
B+ (3.60)
","
B+ (3.63)
"
"de Oliveira, Mauricio","
MAE 198 - Directed Group Study (A)
",WI18,28,4,"
100.0 %
","
100.0 %
",8,"
N/A
","
N/A
"
"Bandaru, Prabhakar","
MAE 20 - Elements of Materials Science (A)
",WI18,66,25,"
76.0 %
","
76.0 %
",5.94,"
B (3.00)
","
B+ (3.31)
"
"Gibson, Carl H.","
MAE 5 - Quantitative Computer Skills (A)
",WI18,66,29,"
92.6 %
","
96.2 %
",5.31,"
A- (3.81)
","
A- (3.86)
"
"Delson, Nathan Joseph","
MAE 7 - Spatial Visualization (A)
",WI18,6,4,"
100.0 %
","
100.0 %
",0.5,"
A (4.00)
","
N/A
"
"Pham, Hieu Tan","
MAE 8 - MATLAB Program for Engr Analys (A)
",WI18,193,72,"
83.1 %
","
84.3 %
",6.97,"
B+ (3.38)
","
B+ (3.30)
"
"Popescu, Cristian D.","
MATH 100A - Abstract Algebra I (A)
",FA18,72,36,"
93.5 %
","
96.8 %
",9.05,"
B+ (3.42)
","
B- (2.97)
"
"Varma, Ila K","
MATH 100A - Abstract Algebra I (B)
",FA18,24,6,"
100.0 %
","
80.0 %
",6.9,"
B- (2.75)
","
C+ (2.32)
"
"Green, Nathan E","
MATH 102 - Applied Linear Algebra (A)
",FA18,184,74,"
92.6 %
","
95.5 %
",6.13,"
B+ (3.38)
","
B (3.05)
"
"Au, Benson C","
MATH 102 - Applied Linear Algebra (B)
",FA18,56,26,"
60.9 %
","
68.2 %
",9.2,"
B- (2.96)
","
B- (2.76)
"
"Pelayo, Alvaro","
MATH 103A - Modern Algebra I (A)
",FA18,51,29,"
93.1 %
","
100.0 %
",7.5,"
B (3.00)
","
B- (2.71)
"
"Zelmanov, Efim I","
MATH 103A - Modern Algebra I (B)
",FA18,97,28,"
80.8 %
","
80.8 %
",5.96,"
B (3.08)
","
C+ (2.61)
"
"Mohammadi, Amir","
MATH 103A - Modern Algebra I (C)
",FA18,100,34,"
63.0 %
","
59.3 %
",7.96,"
B (3.12)
","
C (2.15)
"
"Sorensen, Claus M","
MATH 104A - Number Theory I (A)
",FA18,68,51,"
94.0 %
","
88.0 %
",7.15,"
B (3.20)
","
B+ (3.36)
"
"Swanson, Joshua P","
MATH 109 - Mathematical Reasoning (A)
",FA18,84,45,"
81.0 %
","
80.5 %
",8.23,"
B (3.10)
","
B- (2.90)
"
"Knop, Aleksandr","
MATH 109 - Mathematical Reasoning (B)
",FA18,100,81,"
68.8 %
","
68.4 %
",6.65,"
B- (2.89)
","
B (3.00)
"
"Anzaldo, Leesa B","
MATH 109 - Mathematical Reasoning (C)
",FA18,72,21,"
89.5 %
","
94.7 %
",7.24,"
B (3.28)
","
B- (2.97)
"
"Pelayo, Alvaro","
MATH 109 - Mathematical Reasoning (D)
",FA18,57,43,"
81.1 %
","
94.6 %
",6.39,"
B (3.00)
","
C+ (2.69)
"
"Novak, Jonathan I","
MATH 109 - Mathematical Reasoning (E)
",FA18,90,81,"
87.7 %
","
88.8 %
",8.65,"
B (3.28)
","
B+ (3.47)
"
"Bowers, Adam R.","
MATH 10A - Calculus I (A)
",FA18,292,169,"
94.2 %
","
97.4 %
",5.74,"
B (3.10)
","
C+ (2.40)
"
"Savvas, Michail","
MATH 10A - Calculus I (B)
",FA18,188,100,"
92.2 %
","
89.7 %
",5.42,"
B (3.28)
","
C+ (2.54)
"
"Deotte, Christopher George","
MATH 10A - Calculus I (C)
",FA18,309,153,"
93.1 %
","
90.9 %
",4.64,"
B+ (3.34)
","
B- (2.72)
"
"De Vleming, Kristin Elizab","
MATH 10B - Calculus II (A)
",FA18,303,179,"
79.2 %
","
87.8 %
",5.92,"
B- (2.99)
","
B- (2.75)
"
"Tucker, Henry Jackson","
MATH 10B - Calculus II (B)
",FA18,324,166,"
83.8 %
","
72.2 %
",5.1,"
B+ (3.40)
","
B- (2.99)
"
"Um, Ko Woon","
MATH 10C - Calculus III (A)
",FA18,292,138,"
86.6 %
","
84.1 %
",6.64,"
B (3.23)
","
C+ (2.64)
"
"Knop, Aleksandr","
MATH 10C - Calculus III (B)
",FA18,191,158,"
78.2 %
","
74.8 %
",5.87,"
B+ (3.35)
","
B- (2.79)
"
"Quarfoot, David James","
MATH 11 - Calculus-Based Prob & Stats (A)
",FA18,184,104,"
79.2 %
","
93.1 %
",7.47,"
B (3.10)
","
B- (2.89)
"
"Deotte, Christopher George","
MATH 11 - Calculus-Based Prob & Stats (B)
",FA18,266,138,"
66.9 %
","
59.4 %
",7.12,"
B (3.17)
","
B- (2.84)
"
"Elgindi, Tarek M","
MATH 110A - Intro/Partial Differ Equations (A)
",FA18,23,11,"
70.0 %
","
70.0 %
",8.3,"
C+ (2.67)
","
B- (2.76)
"
"McKernan, James","
MATH 110A - Intro/Partial Differ Equations (B)
",FA18,23,8,"
85.7 %
","
42.9 %
",7.36,"
B+ (3.43)
","
B- (2.86)
"
"Meyer, David A.","
MATH 111A - Mathematical Modeling I (A)
",FA18,37,11,"
100.0 %
","
100.0 %
",5.41,"
A- (3.73)
","
A- (3.72)
"
"Driver, Bruce K","
MATH 120A - Elements of Complex Analysis (A)
",FA18,66,36,"
97.1 %
","
90.9 %
",7.59,"
B+ (3.35)
","
C+ (2.56)
"
"Bejenaru, Ioan","
MATH 140A - Foundations of Real Analysis I (A)
",FA18,52,21,"
90.5 %
","
90.5 %
",10.5,"
B- (2.95)
","
C+ (2.34)
"
"Zlatos, Andrej","
MATH 140A - Foundations of Real Analysis I (B)
",FA18,37,14,"
92.3 %
","
92.3 %
",10.96,"
B (3.17)
","
C+ (2.44)
"
"Wenzl, Hans G","
MATH 142A - Introduction to Analysis I (B)
",FA18,91,26,"
83.3 %
","
75.0 %
",7.5,"
B (3.26)
","
C+ (2.55)
"
"Buskin, Nikolay","
MATH 142A - Introduction to Analysis I (C)
",FA18,69,27,"
40.0 %
","
44.0 %
",9.3,"
C+ (2.64)
","
B- (2.86)
"
"Sterbenz, Jacob","
MATH 142A - Introduction to Analysis I (D)
",FA18,55,48,"
68.8 %
","
77.1 %
",9.54,"
B (3.04)
","
C+ (2.69)
"
"Rabin, Jeffrey Mark","
MATH 150A - Differential Geometry (A)
",FA18,24,13,"
92.3 %
","
100.0 %
",6.83,"
B (3.09)
","
C+ (2.58)
"
"Harel, Guershon","
MATH 153 - Geometry for Secondary Teacher (A)
",FA18,35,16,"
92.3 %
","
100.0 %
",10.65,"
B+ (3.50)
","
B (3.26)
"
"Wear, Peter Joseph","
MATH 157 - Intro to Mathematical Software (A)
",FA18,129,47,"
41.9 %
","
51.2 %
",13.48,"
B (3.20)
","
B (3.01)
"
"Cloninger, Alexander","
MATH 170A - Intro Numerical Analys/Linear (A)
",FA18,140,53,"
78.4 %
","
90.0 %
",8.46,"
B (3.00)
","
B- (2.88)
"
"Cloninger, Alexander","
MATH 170A - Intro Numerical Analys/Linear (B)
",FA18,262,79,"
80.3 %
","
91.5 %
",8.56,"
B (3.10)
","
B- (2.88)
"
"Behzadan, Ali","
MATH 170A - Intro Numerical Analys/Linear (C)
",FA18,145,62,"
96.6 %
","
96.4 %
",7.2,"
A- (3.74)
","
B (3.26)
"
"Saab, Rayan","
MATH 174 - Numericl Methods/Physcl Modlng (A)
",FA18,99,69,"
77.6 %
","
87.7 %
",8.65,"
B+ (3.35)
","
C+ (2.61)
"
"Cheng, Hsiao-Bing","
MATH 18 - Linear Algebra (A)
",FA18,203,107,"
85.4 %
","
83.0 %
",7.48,"
B- (2.99)
","
C+ (2.53)
"
"Eggers, John Dietrich","
MATH 18 - Linear Algebra (B)
",FA18,193,83,"
82.1 %
","
82.1 %
",7.17,"
B (3.22)
","
B (3.05)
"
"Wenzl, Hans G","
MATH 18 - Linear Algebra (C)
",FA18,303,153,"
75.4 %
","
59.2 %
",6.96,"
B (3.17)
","
B- (2.92)
"
"Novak, Jonathan I","
MATH 18 - Linear Algebra (D)
",FA18,288,229,"
92.0 %
","
88.4 %
",6.21,"
B+ (3.53)
","
B+ (3.63)
"
"Tamam, Nattalie","
MATH 18 - Linear Algebra (E)
",FA18,183,165,"
59.1 %
","
35.0 %
",7.24,"
B (3.19)
","
C+ (2.69)
"
"Au, Benson C","
MATH 180A - Introduction to Probability (A)
",FA18,126,54,"
63.5 %
","
56.9 %
",8.07,"
B (3.00)
","
B- (2.90)
"
"Zheng, Tianyi","
MATH 180A - Introduction to Probability (B)
",FA18,200,77,"
64.4 %
","
48.6 %
",7.28,"
B (3.13)
","
B (3.02)
"
"Zheng, Tianyi","
MATH 180A - Introduction to Probability (C)
",FA18,178,73,"
58.7 %
","
45.9 %
",7.56,"
B (3.21)
","
B (3.02)
"
"Zhang, Danna","
MATH 181B - Intro/Math Statistics II (A)
",FA18,124,46,"
97.6 %
","
97.6 %
",9.26,"
B+ (3.59)
","
B+ (3.33)
"
"Quarfoot, David James","
MATH 183 - Statistical Methods (A)
",FA18,282,120,"
73.7 %
","
81.1 %
",9.43,"
B (3.04)
","
B- (2.72)
"
"Sam, Steven V","
MATH 184A - Combinatorics (A)
",FA18,103,68,"
77.9 %
","
82.4 %
",8.01,"
B- (2.95)
","
B- (2.73)
"
"Rhoades, Brendon Patrick","
MATH 184A - Combinatorics (B)
",FA18,127,106,"
89.4 %
","
98.1 %
",8.22,"
B+ (3.38)
","
B- (2.78)
"
"Um, Ko Woon","
MATH 2 - Intro to College Mathematics (A)
",FA18,34,19,"
70.6 %
","
64.7 %
",3.32,"
B- (2.71)
","
C (2.17)
"
"Harel, Guershon","
MATH 2 - Intro to College Mathematics (B)
",FA18,27,20,"
90.0 %
","
100.0 %
",6.3,"
B- (2.90)
","
C+ (2.58)
"
"Eggers, John Dietrich","
MATH 20A - Calculus/Science & Engineering (A)
",FA18,294,157,"
84.1 %
","
76.9 %
",6.34,"
B (3.00)
","
C (2.26)
"
"Xu, Lingling","
MATH 20A - Calculus/Science & Engineering (B)
",FA18,147,76,"
74.3 %
","
40.3 %
",5.34,"
B (3.08)
","
B- (2.72)
"
"Buskin, Nikolay","
MATH 20A - Calculus/Science & Engineering (C)
",FA18,218,116,"
77.3 %
","
49.1 %
",5.17,"
B (3.14)
","
C+ (2.57)
"
"Anzaldo, Leesa B","
MATH 20A - Calculus/Science & Engineering (D)
",FA18,202,115,"
97.3 %
","
98.2 %
",5.32,"
B (3.27)
","
B- (2.76)
"
"Bowers, Adam R.","
MATH 20B - Calculus/Science & Engineering (A)
",FA18,284,143,"
91.2 %
","
100.0 %
",6.3,"
B+ (3.35)
","
C+ (2.30)
"
"Quarfoot, David James","
MATH 20B - Calculus/Science & Engineering (B)
",FA18,286,160,"
77.6 %
","
86.2 %
",8.38,"
B- (2.90)
","
C (2.29)
"
"Stapleton, David John","
MATH 20B - Calculus/Science & Engineering (C)
",FA18,286,164,"
87.2 %
","
86.5 %
",5.98,"
B (3.21)
","
B- (2.85)
"
"Ciotti, Benjamin","
MATH 20B - Calculus/Science & Engineering (D)
",FA18,247,139,"
80.3 %
","
75.0 %
",7.77,"
B- (2.94)
","
C+ (2.59)
"
"Ferrara, Joseph William","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",FA18,188,110,"
77.7 %
","
54.9 %
",7.47,"
B (3.19)
","
B- (2.78)
"
"Ben-Ezra, David El-Chai","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B)
",FA18,251,125,"
95.8 %
","
95.8 %
",5.52,"
B+ (3.66)
","
B (3.26)
"
"Tesler, Glenn","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C)
",FA18,315,155,"
90.6 %
","
89.5 %
",6.58,"
B+ (3.51)
","
C+ (2.68)
"
"Strahl, Perry Robert","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D)
",FA18,331,303,"
86.8 %
","
77.7 %
",5.22,"
B+ (3.49)
","
B (3.12)
"
"Dewey, Edward Harold","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (E)
",FA18,194,120,"
73.9 %
","
54.0 %
",7.55,"
B- (2.97)
","
B- (2.96)
"
"Wang, Lujia","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (F)
",FA18,191,132,"
67.7 %
","
37.8 %
",7.28,"
B (3.26)
","
B- (2.72)
"
"Hammock, Frances H","
MATH 20D - Intro/Differential Equations (A)
",FA18,130,56,"
92.3 %
","
94.1 %
",6.19,"
B+ (3.65)
","
B (3.05)
"
"Wang, Lujia","
MATH 20D - Intro/Differential Equations (B)
",FA18,71,29,"
92.3 %
","
53.8 %
",6.35,"
B+ (3.50)
","
C+ (2.42)
"
"Bach, Quang Tran","
MATH 20D - Intro/Differential Equations (C)
",FA18,310,157,"
91.2 %
","
94.6 %
",6.98,"
B+ (3.30)
","
B (3.18)
"
"Kitsela, Roman","
MATH 20D - Intro/Differential Equations (D)
",FA18,139,115,"
81.7 %
","
87.8 %
",6.8,"
B (3.19)
","
B- (2.80)
"
"Strahl, Perry Robert","
MATH 20E - Vector Calculus (A)
",FA18,258,199,"
92.9 %
","
90.9 %
",5.94,"
B+ (3.48)
","
B+ (3.36)
"
"Lu, Shaoying","
MATH 20E - Vector Calculus (B)
",FA18,191,79,"
71.0 %
","
54.4 %
",6.73,"
B (3.20)
","
B (3.06)
"
"Cheng, Hsiao-Bing","
MATH 20E - Vector Calculus (C)
",FA18,197,88,"
75.6 %
","
73.3 %
",7.88,"
B (3.00)
","
C+ (2.65)
"
"Agler, Jim","
MATH 31AH - Honors Linear Algebra (A)
",FA18,60,36,"
80.0 %
","
80.0 %
",7.53,"
B+ (3.44)
","
B+ (3.45)
"
"Tu, Yucheng","
MATH 3C - Precalculus (A)
",FA18,183,107,"
77.2 %
","
57.6 %
",4.71,"
B (3.11)
","
B (3.07)
"
"Mirzaei, Mozhgan","
MATH 3C - Precalculus (B)
",FA18,145,76,"
80.8 %
","
76.4 %
",4.09,"
A- (3.74)
","
B+ (3.50)
"
"Conder, Jonathan Edward","
MATH 3C - Precalculus (C)
",FA18,125,71,"
31.8 %
","
17.2 %
",5.95,"
C+ (2.42)
","
C+ (2.55)
"
"Zhang, Yongjia","
MATH 4C - Pre-calculus for Sci & Engn (A)
",FA18,157,95,"
71.7 %
","
62.0 %
",4.59,"
B- (2.98)
","
B (3.05)
"
"Bunch, James R.","
MATH 87 - Freshman Seminar (B)
",FA18,15,12,"
100.0 %
","
100.0 %
",0.83,"
A (4.00)
","
N/A
"
"Harel, Guershon","
MATH 87 - Freshman Seminar (C)
",FA18,10,5,"
100.0 %
","
100.0 %
",0.9,"
A (4.00)
","
N/A
"
"Kane, Daniel Mertz","
MATH 96 - Putnam Seminar (A)
",FA18,26,14,"
100.0 %
","
100.0 %
",4.04,"
N/A
","
N/A
"
"Harel, Guershon","
MATH 102 - Applied Linear Algebra (A)
",S218,76,11,"
100.0 %
","
90.0 %
",9.95,"
B+ (3.40)
","
C- (1.71)
"
"Strahl, Perry Robert","
MATH 103B - Modern Algebra II (A)
",S218,67,53,"
56.6 %
","
67.3 %
",9.78,"
C+ (2.55)
","
C+ (2.34)
"
"Strahl, Perry Robert","
MATH 109 - Mathematical Reasoning (A)
",S218,43,30,"
76.7 %
","
63.3 %
",8.1,"
B (3.23)
","
C+ (2.52)
"
"Malvenuto, Claudia","
MATH 10B - Calculus II (A)
",S218,88,33,"
80.6 %
","
67.7 %
",6.9,"
B (3.29)
","
C+ (2.39)
"
"Rotar, Vladimir","
MATH 10C - Calculus III (A)
",S218,87,55,"
90.9 %
","
88.9 %
",8.72,"
B (3.19)
","
B (3.20)
"
"Behzadan, Ali","
MATH 120A - Elements of Complex Analysis (A)
",S218,75,27,"
100.0 %
","
100.0 %
",8.28,"
A- (3.74)
","
B (3.12)
"
"Eggers, John Dietrich","
MATH 142B - Introduction to Analysis II (A)
",S218,85,21,"
57.1 %
","
65.0 %
",10.4,"
B- (2.95)
","
C+ (2.58)
"
"Haff, Leonard R.","
MATH 168A - Topics/Applied Math-Comp Sci (A)
",S218,36,13,"
90.0 %
","
100.0 %
",8.17,"
B+ (3.33)
","
B- (2.72)
"
"Harel, Guershon","
MATH 18 - Linear Algebra (A)
",S218,112,40,"
84.6 %
","
69.4 %
",9.95,"
A- (3.79)
","
C+ (2.69)
"
"Malvenuto, Claudia","
MATH 184A - Combinatorics (A)
",S218,73,13,"
100.0 %
","
58.3 %
",9.17,"
B+ (3.67)
","
B (3.16)
"
"Rotar, Vladimir","
MATH 193B - Actuarial Mathematics II (A)
",S218,50,24,"
95.8 %
","
95.8 %
",8.75,"
B+ (3.43)
","
B+ (3.37)
"
"Um, Ko Woon","
MATH 20B - Calculus/Science & Engineering (A)
",S218,44,10,"
80.0 %
","
90.0 %
",7.5,"
B- (2.90)
","
C+ (2.37)
"
"Chow, Bennett","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S218,88,41,"
81.6 %
","
55.3 %
",8.66,"
B+ (3.33)
","
B- (2.87)
"
"Kitsela, Roman","
MATH 20D - Intro/Differential Equations (A)
",S218,119,83,"
95.1 %
","
89.0 %
",6.77,"
B+ (3.51)
","
B+ (3.37)
"
"Chow, Bennett","
MATH 20E - Vector Calculus (A)
",S218,139,36,"
61.8 %
","
38.2 %
",9.47,"
B+ (3.39)
","
B (3.01)
"
"Carter, Anne Toulson","
MATH 103A - Modern Algebra I (A)
",S118,107,22,"
94.7 %
","
83.3 %
",11.97,"
B+ (3.37)
","
C+ (2.66)
"
"Thilmany, Francois Etienne Ch","
MATH 104A - Number Theory I (A)
",S118,12,6,"
100.0 %
","
100.0 %
",11.83,"
A- (3.83)
","
N/A
"
"Chow, Bennett","
MATH 109 - Mathematical Reasoning (A)
",S118,84,30,"
66.7 %
","
57.1 %
",10.1,"
B- (2.86)
","
B- (2.80)
"
"Ceccherini-Silberstein, Tullio","
MATH 10A - Calculus I (A)
",S118,63,26,"
96.0 %
","
95.8 %
",7.38,"
C+ (2.70)
","
B- (2.72)
"
"Rotar, Vladimir","
MATH 10B - Calculus II (A)
",S118,54,38,"
78.9 %
","
71.1 %
",6.76,"
B- (2.79)
","
B (3.14)
"
"Behzadan, Ali","
MATH 110A - Intro/Partial Differ Equations (A)
",S118,91,53,"
100.0 %
","
100.0 %
",7.56,"
A- (3.75)
","
B+ (3.45)
"
"Verstraete, Jacques Allan","
MATH 142A - Introduction to Analysis I (A)
",S118,150,41,"
90.2 %
","
97.5 %
",8.74,"
B+ (3.56)
","
B (3.25)
"
"Stevens, Laura Jeanne","
MATH 18 - Linear Algebra (A)
",S118,137,48,"
93.5 %
","
95.7 %
",8.85,"
B+ (3.58)
","
B- (2.83)
"
"Rotar, Vladimir","
MATH 193A - Actuarial Mathematics I (A)
",S118,119,86,"
94.1 %
","
92.9 %
",8.15,"
B+ (3.44)
","
B (3.29)
"
"Ceccherini-Silberstein, Tullio","
MATH 20A - Calculus/Science & Engineering (A)
",S118,39,20,"
84.2 %
","
70.6 %
",7.9,"
C+ (2.44)
","
C+ (2.44)
"
"Mohanty, Sara","
MATH 20B - Calculus/Science & Engineering (A)
",S118,65,22,"
76.2 %
","
81.0 %
",7.93,"
B (3.00)
","
D+ (1.60)
"
"Chow, Bennett","
MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A)
",S118,92,24,"
87.0 %
","
63.6 %
",9.02,"
B+ (3.43)
","
B- (2.95)
"
"Mohanty, Sara","
MATH 20D - Intro/Differential Equations (A)
",S118,68,19,"
88.2 %
","
76.5 %
",8.72,"
B+ (3.50)
","
C+ (2.65)
"
"Strahl, Perry Robert","
MATH 20E - Vector Calculus (A)
",S118,135,73,"
82.2 %
","
87.5 %
",7.21,"
B (3.27)
","
C+ (2.61)
"
"Mirzaei, Mozhgan","
MATH 4C - Pre-calculus for Sci & Engn (A)
",S118,25,13,"
100.0 %
","
100.0 %
",5.42,"
B+ (3.46)
","
B+ (3.70)
"
"Kedlaya, Kiran S.","
MATH 100C - Abstract Algebra III (A)
",SP18,24,12,"
100.0 %
","
83.3 %
",13.17,"
B+ (3.36)
","
B (3.01)
"
"Salehi Golsefidy, Alireza","
MATH 103B - Modern Algebra II (A)
",SP18,141,51,"
67.3 %
","
79.2 %
",9.88,"
B- (2.84)
","
B- (2.80)
"
"Popescu, Cristian D.","
MATH 103B - Modern Algebra II (B)
",SP18,60,20,"
95.0 %
","
95.0 %
",9.03,"
B (3.22)
","
B- (2.86)
"
"McKernan, James","
MATH 104C - Number Theory III (A)
",SP18,11,3,"
100.0 %
","
100.0 %
",6.5,"
B+ (3.67)
","
N/A
"
"Meyer, David A.","
MATH 109 - Mathematical Reasoning (A)
",SP18,85,23,"
90.9 %
","
90.9 %
",5.86,"
B+ (3.43)
","
B- (2.92)
"
"Curry, Sean N","
MATH 109 - Mathematical Reasoning (B)
",SP18,81,34,"
82.4 %
","
93.9 %
",6.91,"
B (3.03)
","
B- (2.99)
"
"Meyer, David A.","
MATH 109 - Mathematical Reasoning (C)
",SP18,91,33,"
81.8 %
","
93.9 %
",6.56,"
B (3.06)
","
B- (2.92)
"
"Sorensen, Claus M","
MATH 109 - Mathematical Reasoning (D)
",SP18,51,42,"
97.6 %
","
95.2 %
",6.93,"
B (3.28)
","
B (3.05)
"
"Snellman Jr., Robert Allen","
MATH 10A - Calculus I (A)
",SP18,251,124,"
95.8 %
","
100.0 %
",5.89,"
B+ (3.32)
","
B (3.10)
"
"Petkov, Vladislav V","
MATH 10B - Calculus II (A)
",SP18,184,89,"
84.5 %
","
81.0 %
",5.74,"
B (3.04)
","
B- (2.96)
"
"Tucker, Henry Jackson","
MATH 10B - Calculus II (B)
",SP18,242,105,"
79.2 %
","
77.0 %
",6.2,"
B (3.10)
","
B- (2.78)
"
"Strahl, Perry Robert","
MATH 10C - Calculus III (A)
",SP18,99,78,"
77.3 %
","
76.0 %
",5.78,"
B (3.26)
","
B- (2.92)
"
"Licht, Martin W","
MATH 10C - Calculus III (B)
",SP18,192,128,"
84.7 %
","
72.6 %
",5.17,"
B (3.30)
","
B (3.09)
"
"Aghajani, Mohammadreza","
MATH 11 - Calculus-Based Prob & Stats (A)
",SP18,179,95,"
73.9 %
","
79.1 %
",6.5,"
B (3.25)
","
B- (2.86)
"
"Quarfoot, David James","
MATH 11 - Calculus-Based Prob & Stats (B)
",SP18,290,130,"
85.1 %
","
94.1 %
",6.62,"
B (3.26)
","
B- (2.92)
"
"Driver, Bruce K","
MATH 120B - Applied Complex Analysis (A)
",SP18,46,12,"
100.0 %
","
100.0 %
",7.23,"
A- (3.90)
","
B- (2.99)
"
"Stevens, Laura Jeanne","
MATH 121B - Found of Teachg/Learng Math II (A)
",SP18,24,22,"
100.0 %
","
100.0 %
",4.5,"
B+ (3.37)
","
B (3.18)
"
"Saab, Rayan","
MATH 140C - Foundations/Real Analysis III (A)
",SP18,38,31,"
96.8 %
","
93.5 %
",10.37,"
B+ (3.50)
","
B (3.19)
"
"Curry, Sean N","
MATH 142B - Introduction to Analysis II (A)
",SP18,168,82,"
84.4 %
","
98.7 %
",8.26,"
B (3.24)
","
B- (2.94)
"
"Buskin, Nikolay","
MATH 142B - Introduction to Analysis II (B)
",SP18,56,17,"
88.2 %
","
81.3 %
",8.03,"
B (3.19)
","
B- (2.89)
"
"Rabin, Jeffrey Mark","
MATH 150B - Calculus on Manifolds (A)
",SP18,17,9,"
100.0 %
","
100.0 %
",6.72,"
B+ (3.56)
","
N/A
"
"Huynh, Thang L","
MATH 152 - Applicable Math and Computing (A)
",SP18,173,50,"
68.1 %
","
72.3 %
",4.8,"
B (3.16)
","
B+ (3.43)
"
"Knop, Aleksandr","
MATH 152 - Applicable Math and Computing (B)
",SP18,211,141,"
84.4 %
","
80.9 %
",5.59,"
B (3.25)
","
B+ (3.31)
"
"Buss, Samuel R","
MATH 155B - Topics in Computer Graphics (A)
",SP18,28,8,"
75.0 %
","
87.5 %
",12,"
B+ (3.33)
","
B+ (3.47)
"
"Saab, Rayan","
MATH 170B - Intro/Numerical Analy/Approxim (A)
",SP18,260,201,"
87.1 %
","
96.5 %
",7.47,"
B (3.14)
","
B- (2.83)
"
"Li, Bo","
MATH 170C - Intro Numerical Analy/Ord Diff (A)
",SP18,39,14,"
92.3 %
","
100.0 %
",7.12,"
B+ (3.69)
","
B (3.08)
"
